"#15SecondScare" (2015),52.4081812,-1.510477
"#ByMySide" (2012),44.83495335,8.745030418605868
"#Hashtag Travel UK" (2017),52.5310214,-1.2649062
"#Mittelfingerspitzengefï¿½hl" (2017),51.1638175,10.4478313
"#VanLifeAttila" (2016),47.4979937,19.0403594
"' Horse Trials '" (2011),52.5310214,-1.2649062
"'Allo 'Allo!" (1982),51.65886045,-0.2744621427477904
"'Frankie & Emma'" (2017),51.5073219,-0.1276474
"'More strasti'" (2000),42.9868853,19.5180992
"...Amb Manel Fuentes" (2004),41.3667951,2.0570346
"...e le stelle stanno a guardare" (1971),43.0500376,10.8879707
"...i Hetluften" (1994),59.6749712,14.5208584
"/Drive on NBCSN" (2014),46.548015,10.5055225
"01-For London" (1987),51.5073219,-0.1276474
"0511 Sondersendung zu Theaterformen" (2007),52.3744779,9.7385532
"0511 TV Lokal" (2007),52.3744779,9.7385532
"07 zglos sie" (1976),52.2319581,21.0067249
"1 quart de 3" (2008),41.3667951,2.0570346
"1, 2 oder 3" (1977),52.4378932,13.5475496
"1, 2, 3 Go" (1961),50.94451385000001,-0.062267328417847545
"1,000 Places to See Before You Die" (2007),48.8588897,2.3200410217200766
"1-2-3 Istanbul!" (2009),42.444553,27.208264534658166
"1-2-3 Moskau!" (2008),52.5170365,13.3888599
"10 Reviews in 10 Minutes" (2012),52.6285576,1.2923954
"10 Things You Didn't Know About..." (2006),37.7487871,14.966850147778693
"10 Years of Monkey Business" (2007),50.79683685,-2.34473226124306
"10 lï¿½neas de 'El Quijote'" (2005),40.4167047,-3.7035825
"10 sposobov" (2013),50.4500336,30.5241361
"10,000 BC" (2015),42.6073975,25.4856617
"100 Bullets D'Argento" (2012),41.8933203,12.4829321
"100 Calabazas" (2011),40.4167047,-3.7035825
"1001 Tardes" (1995),38.7077507,-9.1365919
"1001 Things You Should Know" (2012),55.8606182,-4.2497933
"1066" (2009),53.9825271,-1.3852499932684972
"10i entoli" (2004),37.9839412,23.7283052
"10th World Championships in Athletics Helsinki 2005" (2005),60.1870012,24.927250936847415
"10x10" (1989),54.7023545,-3.2765753
"12 Monkeys" (2015),47.4979937,19.0403594
"12th IAAF World Championships in Athletics Berlin 2009" (2009),52.5112644,13.242828
"13 Steps Down" (2012),51.5109995,-0.2055267
"13 x 13" (1987),41.3745513,2.1672449
"138 Escape" (2017),53.1677268,-3.1121717
"13mil" (2015),41.3828939,2.1774322
"16 Kids and Counting" (2013),54.0721085,-2.8650938
"16 x Deutschland - Menschen - Orte - Geschichten" (2013),52.5170365,13.3888599
"17 - o poveste despre destin" (2008),45.9852129,24.6859225
"18 i +" (2006),41.3828939,2.1774322
"180 Degree" (2011),41.3305141,19.825562857582966
"180ï¿½" (2005),41.3667951,2.0570346
"1812: El mar de la libertad" (2006),42.6384261,12.674297
"18:30" (1995),52.5170365,13.3888599
"19.43" (2016),49.8941708,2.2956951
"1916" (2016),46.603354,1.8883335
"1920. Wojna i milosc" (2011),50.0159029,22.6796573
"1945: 12 Stï¿½dte, 12 Schicksale" (2015),48.2083537,16.3725042
"1994 Olympic Winter Games" (1994),61.1145451,10.4670073
"19:zehn" (1993),49.9622677,8.2071517
"1LIVE Talk mit Frau Heinrich" (2011),50.938361,6.959974
"1Life" (2016),51.5073219,-0.1276474
"1PW Television" (2006),53.5227681,-1.1335312
"1st Look" (2008),51.5073219,-0.1276474
"2 Dy a Ni" (2008),51.6001047,-3.3449362
"2 di Picche" (2014),45.0677551,7.6824892
"2 vrouwen, 3 miljard mannen" (2003),55.9533456,-3.1883749
"2+Leif" (2009),52.539321349999994,13.413965534751178
"20 Years on MTV" (2001),52.5170365,13.3888599
"20 aï¿½os de emociones" (2009),40.4167047,-3.7035825
"20, Geboren op de dag dat de muur viel" (2009),52.5170365,13.3888599
"20/20" (1978),45.4371908,12.3345898
"2008 UEFA European Football Championship" (2008),48.2071637,16.419642566184816
"2012 UEFA European Football Championship" (2012),52.2399367,21.045287699615713
"2012 the Webseries" (2011),45.6496485,13.7772781
"2014" (2013),55.8606182,-4.2497933
"2020" (2013),52.2319581,21.0067249
"2030 - Ki ï¿½regszik hamarabb" (2010),47.4979937,19.0403594
"20h10 pï¿½tantes" (2003),47.0811658,2.399125
"20th Century Roadshow" (2005),50.8726148,-0.0036521
"23-F: El dï¿½a mï¿½s difï¿½cil del Rey" (2009),41.5421013,2.1138977
"24 Hours in the ER" (2011),51.5073219,-0.1276474
"24: Live Another Day" (2014),51.5073219,-0.1276474
"24h Danger" (2016),46.603354,1.8883335
"2Rock" (1998),51.4916123,-0.193903
"2XL" (2013),52.215933,19.134422
"2nd House" (1973),51.511321949999996,-0.1336986248106052
"2point4 Children" (1991),51.4882643,-0.2574434
"3 Cousins" (2012),41.8933203,12.4829321
"3 Minute Wonder: Preparing for the Worst" (2007),54.7023545,-3.2765753
"3 Minute Wonder: The Place Prize" (2008),51.5073219,-0.1276474
"3 ein Viertel" (2008),50.938361,6.959974
"3 i mï¿½s" (2006),39.613432,2.8829026938823548
"3, 2, 1 - Ilus hï¿½pe" (2012),59.4372155,24.7453688
"30 Seconds in Paris" (2017),48.8588897,2.3200410217200766
"30 for 30 Shorts" (2012),48.8588897,2.3200410217200766
"30 for 30" (2009),44.1534121,20.55144
"30 minuts" (1984),41.38810965,2.1888825518499733
"3000 Segundos" (1997),38.7077507,-9.1365919
"30ï¿½ i februari" (2012),59.6749712,14.5208584
"32 Brinkburn Street" (2011),53.4786034,-2.1491964
"35 Diwrnod" (2014),51.6440504,-3.2224498
"360 Sessions" (2010),51.5073219,-0.1276474
"360@" (2015),42.6384261,12.674297
"360ï¿½ - Die GEO-Reportage" (1999),43.7772932,20.2269416
"37 Days" (2014),54.596391,-5.9301829
"37" (2010),39.6621648,-8.1353519
"39 i pï¿½l" (2008),52.215933,19.134422
"3K Check In" (2002),42.2885656,18.8419505
"3MW: Rivers of Blood" (2008),52.4796992,-1.9026911
"3MW: Voices" (2008),51.5073219,-0.1276474
"3x3 the Immersive Fiction" (2015),48.8588897,2.3200410217200766
"4 Flï¿½gel, Kï¿½che, Bad!" (2006),52.3715809,12.9329125
"4 Play" (1989),51.5073219,-0.1276474
"4 Play" (1999),52.5310214,-1.2649062
"4 Play: At Home with the Broken Family Band" (2006),51.5073219,-0.1276474
"4 Singles" (2009),50.938361,6.959974
"4-Stjerners Reise" (2010),43.4586541,11.1389204
"403 Forbidden" (2014),54.7023545,-3.2765753
"42" (2007/I),56.8406494,24.7537645
"45 Min" (2010),52.5170365,13.3888599
"48 ore" (2006),44.40726,8.9338624
"48 timer" (1997),35.308495199999996,24.46334231842296
"4Play" (2017),41.1494512,-8.6107884
"4Shorts" (2013),52.5170365,13.3888599
"4thought.tv" (2010),51.5073219,-0.1276474
"5 O'Clock Show" (2006),51.507636500000004,-0.11150125350521634
"5 dni z zycia emeryta" (1985),52.215933,19.134422
"5 gegen 100" (2006),50.98740695,6.8947115985418765
"5 minuts mï¿½s" (2003),41.3667951,2.0570346
"5 minuts tard" (2015),41.3828939,2.1774322
"5+1" (1992),50.4500336,30.5241361
"50 Documentaries to See Before You Die" (2011),51.5073219,-0.1276474
"50 Euro Star Style" (2012),53.550341,10.000654
"50 Ways to Kill Your Lover" (2014),51.5073219,-0.1276474
"50 Ways to Kill Your Mommy" (2016),67.69291045,26.728204479201416
"52%" (2015),53.4071991,-2.99168
"53. Internationale Tennismeisterschaften von Deutschland" (1959),53.5686202,9.989184925773195
"57, 58, 59, SECHZIG! Die Lï¿½wen-Dokumentation" (2015),54.3227085,10.135555
"59 segons" (2007),41.4728432,2.0817809
"5th Annual British Exopolitics Expo" (2013),53.6428959,-1.7781768079827107
"5th Gear" (2002),52.215933,19.134422
"5vor12" (2017),47.6737001,12.0148837
"6 O'Clock Live" (1989),51.5073219,-0.1276474
"6! Setzen - Das Wissensduell Groï¿½ gegen Klein" (2007),50.938361,6.959974
"60 Minute Makeover" (2004),51.6678583,-0.1970438
"60 Minutes" (1968),49.0701875,2.1718687
"60 Minutes" (1979),48.8588897,2.3200410217200766
"64 postures" (2012),41.3828939,2.1774322
"6ixth Sense with Colin Fry" (2002),51.507636500000004,-0.11150125350521634
"7 vite" (2007),40.8358846,14.2487679
"7-es csatorna" (1999),47.4979937,19.0403594
"71ï¿½ noord" (2006),61.1529386,8.7876653
"71ï¿½ nord - Norges tï¿½ffeste kjendis" (2010),58.116131249999995,7.383195598569651
"73 Questions" (2014),51.5073219,-0.1276474
"7T3" (1988),51.2748258,0.5231646
"80s" (2005),41.3828939,2.1774322
"86-60-86" (1994),38.7077507,-9.1365919
"888.com World Grand Prix" (2015),53.3218229,-3.8174049
"8x45 - Austria Mystery" (2006),46.7985624,8.2319736
"9 jours" (2014),45.7578137,4.8320114
"999 Lifesavers" (1996),54.7023545,-3.2765753
"999" (1992),54.7023545,-3.2765753
"999: Killer on the Line?" (2016),52.6651733,0.1606824
"A Bela e o Mestre" (2007),38.7077507,-9.1365919
"A Billion to One" (2017),45.7578137,4.8320114
"A Bit of Fry and Laurie" (1987),52.5310214,-1.2649062
"A Bit of a Do" (1989),54.0099825,-1.462186
"A Book a City" (2015),51.5073219,-0.1276474
"A Bunch of Fives" (1977),51.5305513,-0.0709654
"A Cook's Tour" (2002),51.5073219,-0.1276474
"A Criaï¿½ï¿½o" (2017),38.7077507,-9.1365919
"A Dalmatians Point of View" (2002),52.2319581,21.0067249
"A Dance to the Music of Time" (1997),51.688859550000004,-2.456937044412867
"A Data e o Feito" (1982),39.6621648,-8.1353519
"A Diary of Britain" (1979),50.655443,-2.577914032541506
"A Different Country" (2014),54.7023545,-3.2765753
"A Dinner of Herbs" (2000),55.0996252,-1.8630917
"A Dorothy L. Sayers Mystery" (1987),50.618633599999995,-2.2441215539983577
"A Famï¿½lia Ventura" (2017),38.7077507,-9.1365919
"A Feira" (1977),38.7077507,-9.1365919
"A Ferreirinha" (2004),41.1494512,-8.6107884
"A Festa Continua" (1983),38.7077507,-9.1365919
"A Filha da Cornï¿½lia" (1994),38.7077507,-9.1365919
"A Film ï¿½s... I.-XIV" (1995),46.603354,1.8883335
"A Fine Romance" (1989),48.8588897,2.3200410217200766
"A Floresta Mï¿½gica" (2003),38.7077507,-9.1365919
"A Floresta Portuguesa" (1983),39.6621648,-8.1353519
"A Fool's Idea" (2009),41.3828939,2.1774322
"A Fork in the Mediterranean" (2005),45.4371908,12.3345898
"A French Guy Named Saba" (2013),41.8933203,12.4829321
"A Grande Aposta" (1997),38.72240025,-9.396909171649877
"A Grande Aventura" (1989),38.7166105,-9.1407571
"A Great Welsh Adventure with Griff Rhys Jones" (2014),53.0712302,-4.0741732
"A Gurls Wurld" (2010),53.548828,9.9647629
"A History of Britain" (2000),49.18654545,-0.3526498293128191
"A History of Horror with Mark Gatiss" (2010),50.8726148,-0.0036521
"A History of Scotland" (2008),56.7861112,-4.1140518
"A Hora da Liberdade" (1999),38.7077507,-9.1365919
"A Hora do Lecas" (1989),38.7077507,-9.1365919
"A Horrorshow" (2014),51.4538022,-2.5972985
"A House That's Just Like Yours" (2003),51.5073219,-0.1276474
"A Importï¿½ncia de Ser Leal" (2005),38.7077507,-9.1365919
"A Industria Regionalizada" (1980),39.6621648,-8.1353519
"A Journey Through the Three Times Moving Trilogy" (2015),51.5073219,-0.1276474
"A Jï¿½ia de ï¿½frica" (2002),38.7077507,-9.1365919
"A Konyhafï¿½nï¿½k" (2014),47.4979937,19.0403594
"A League of Their Own" (2010),51.65886045,-0.2744621427477904
"A Lenda da Garï¿½a" (1999),41.1494512,-8.6107884
"A Lesson Learnt" (2015),51.6892068,-0.0009449
"A Life Coach Less Ordinary" (2006),52.5310214,-1.2649062
"A Life of Grime" (1999),51.587929849999995,-0.10541771297992009
"A Life" (1992),51.5073219,-0.1276474
"A Livre Ouvert" (2014),46.5218269,6.6327025
"A Mala de Cartï¿½o" (1988),38.7077507,-9.1365919
"A Man Dies" (1964),51.5014936,-0.182007
"A Many Splintered Thing" (2000),51.8899889,0.26150702197225434
"A Marquesa de Vila Rica" (1991),38.7077507,-9.1365919
"A Mind to Kill" (1994),52.2928116,-3.73893
"A Minha Famï¿½lia" (2009),38.7077507,-9.1365919
"A Mother's Son" (2012),52.5310214,-1.2649062
"A Mï¿½quina de Lavar Pratos" (2007),39.6621648,-8.1353519
"A Outra Face da Lua" (2000),38.7077507,-9.1365919
"A Outra" (2008),41.3067941,-7.1517712
"A Parcel of Rogues" (1998),56.7861112,-4.1140518
"A Passionate Woman" (2010),53.8035261,-1.5578282
"A Perfect State" (1997),51.8674915,0.9627477
"A Place Among the Undead" (2016),51.5073219,-0.1276474
"A Place by the Sea" (2004),51.4538022,-2.5972985
"A Place in France" (2002),43.2279101,1.9751799
"A Place in Greece" (2004),35.308495199999996,24.46334231842296
"A Place in Slovakia" (2005),48.7411522,19.4528646
"A Place in Spain: Costa Chaos" (2007),41.3828939,2.1774322
"A Place in the Sun" (2000),46.603354,1.8883335
"A Place in the Sun" (2011),37.587794,14.155048
"A Porta" (1989),38.7077507,-9.1365919
"A Portrait of Robert Runcie" (1980),52.5310214,-1.2649062
"A Problem Shared" (2012),52.5170365,13.3888599
"A Quinta do Dois" (1986),38.7077507,-9.1365919
"A Quinta" (2015),38.9234466,-9.2318583
"A Raia dos Medos" (2000),39.0125063,-7.0692822
"A Respectable Trade" (1998),51.3808184,-2.3569443
"A Season with Irish Referees" (2014),51.64448175,-3.326878750000005
"A Senhora das ï¿½guas" (2001),40.6574713,-7.9138664
"A Song for London" (2006),51.5073219,-0.1276474
"A Spooky Ghost: Preparing for Exam" (2017),52.5310214,-1.2649062
"A Study in Red Trilogy" (2017),51.5073219,-0.1276474
"A TV Atravï¿½s dos Tempos" (1964),38.7077507,-9.1365919
"A Tale of Two Rivers" (1966),51.4493821,-0.3875796
"A Thing Called Love" (2004),52.94968245,-1.2213433862359158
"A Time to Dance" (1992),54.6614392,-3.3590111
"A Touch of Frost" (1992),53.7263226,-1.3493612
"A Traveler's Guide to the Planets" (2010),52.5310214,-1.2649062
"A Very British Murder with Lucy Worsley" (2013),52.5310214,-1.2649062
"A Very British Romance" (2015),51.2290733,-1.2159535
"A Very Peculiar Practice" (1986),52.4522956,-1.9312856726008194
"A Vez e a Voz" (1984),38.7077507,-9.1365919
"A Vida Privada de Salazar" (2009),38.7077507,-9.1365919
"A Visita da Cornï¿½lia" (1977),38.7077507,-9.1365919
"A Wife for William" (2004),51.661479850000006,0.39050341383883114
"A Woman of Substance" (1984),51.4992104,-0.16298931529660202
"A Woman's Guide to Adultery" (1993),51.4538022,-2.5972985
"A Woman's Story" (2009),38.7077507,-9.1365919
"A World in Arms" (2003),46.603354,1.8883335
"A World of Women" (2015),51.5073219,-0.1276474
"A Year in Tuscany" (2003),43.4586541,11.1389204
"A bennï¿½nk ï¿½lï¿½ mï¿½tosz" (2006),47.4979937,19.0403594
"A contracorrent" (2003),41.3667951,2.0570346
"A debat" (1989),41.3667951,2.0570346
"A escena" (2009),41.3805321,2.1710813
"A fogsï¿½g nyomï¿½ban" (2006),47.1817585,19.5060937
"A glimpse insight into the mind of Charlie Baker" (2017),47.7981346,13.0464806
"A la recherche de Josephine" (2013),46.603354,1.8883335
"A nï¿½vtelen vï¿½r" (1982),47.6803063,16.5983457
"A spas per la Ladinia" (2012),46.358617100000004,11.41596432780165
"A su servicio" (1994),40.4167047,-3.7035825
"A tortas con la vida" (2005),40.4167047,-3.7035825
"A vï¿½delemï¿½ a szï¿½" (1988),47.4979937,19.0403594
"A ï¿½ltima Ceia" (2010),38.7077507,-9.1365919
"A ï¿½nica Mulher" (2015),38.7077507,-9.1365919
"A-lien & B-lien" (2003),52.5170365,13.3888599
"A.D. La guerre de l'ombre" (2008),49.0508845,2.1008067
"A.Lusitanicus" (2013),38.83554455,-9.352237113314317
"A.S." (1995),52.5170365,13.3888599
"AB... Sexo" (2005),38.7077507,-9.1365919
